565, 1, 34, 0.9714285714285714
855, 1, 22, 0.9565217391304348
585, 4, 76, 0.95
405, 45, 692, 0.9389416553595658
172, 2, 25, 0.9259259259259259
181, 34, 401, 0.9218390804597701
782, 19, 213, 0.9181034482758621
688, 2, 22, 0.9166666666666666
341, 2, 19, 0.9047619047619048
828, 10, 94, 0.9038461538461539
279, 44, 390, 0.8986175115207373
655, 73, 612, 0.8934306569343066
167, 8, 61, 0.8840579710144928
675, 4, 30, 0.8823529411764706
13, 75, 561, 0.8820754716981132
863, 13, 94, 0.8785046728971962
519, 6, 43, 0.8775510204081632
846, 51, 354, 0.8740740740740741
707, 30, 206, 0.8728813559322034
450, 73, 467, 0.8648148148148148
195, 13, 83, 0.8645833333333334
712, 22, 140, 0.8641975308641975
440, 7, 44, 0.8627450980392157
489, 15, 94, 0.8623853211009175
813, 4, 25, 0.8620689655172413
894, 34, 211, 0.8612244897959184
276, 72, 446, 0.861003861003861
861, 6, 37, 0.8604651162790697
21, 25, 154, 0.8603351955307262
393, 63, 385, 0.859375
234, 68, 412, 0.8583333333333333
451, 14, 84, 0.8571428571428571
537, 71, 419, 0.8551020408163266
385, 41, 240, 0.8540925266903915
642, 47, 271, 0.8522012578616353
641, 6, 34, 0.85
798, 36, 203, 0.8493723849372385
314, 37, 208, 0.8489795918367347
416, 75, 418, 0.847870182555781
587, 15, 83, 0.8469387755102041
532, 42, 232, 0.8467153284671532
355, 4, 22, 0.8461538461538461
303, 75, 409, 0.8450413223140496
932, 38, 203, 0.8423236514522822
426, 16, 85, 0.8415841584158416
308, 63, 334, 0.8413098236775819
291, 47, 249, 0.8412162162162162
7, 64, 339, 0.8411910669975186
429, 66, 348, 0.8405797101449275
822, 4, 21, 0.84
269, 52, 271, 0.8390092879256966
471, 5, 26, 0.8387096774193549
845, 5, 26, 0.8387096774193549
851, 34, 175, 0.8373205741626795
358, 7, 36, 0.8372093023255814
354, 38, 195, 0.8369098712446352
90, 49, 251, 0.8366666666666667
59, 63, 319, 0.8350785340314136
436, 24, 121, 0.8344827586206897
312, 37, 186, 0.8340807174887892
389, 45, 226, 0.8339483394833949
31, 6, 30, 0.8333333333333334
179, 7, 35, 0.8333333333333334
713, 5, 25, 0.8333333333333334
49, 36, 179, 0.8325581395348837
92, 65, 323, 0.8324742268041238
399, 54, 265, 0.8307210031347962
506, 41, 201, 0.8305785123966942
94, 68, 332, 0.83
268, 56, 272, 0.8292682926829268
145, 54, 262, 0.8291139240506329
201, 66, 320, 0.8290155440414507
880, 63, 305, 0.8288043478260869
206, 11, 53, 0.828125
524, 53, 253, 0.826797385620915
561, 62, 295, 0.8263305322128851
914, 4, 19, 0.8260869565217391
896, 63, 299, 0.8259668508287292
435, 66, 313, 0.8258575197889182
116, 25, 118, 0.8251748251748252
682, 70, 329, 0.8245614035087719
130, 62, 291, 0.8243626062322946
617, 19, 89, 0.8240740740740741
724, 15, 70, 0.8235294117647058
758, 63, 294, 0.8235294117647058
363, 55, 256, 0.8231511254019293
727, 57, 265, 0.8229813664596274
409, 36, 167, 0.8226600985221675
293, 69, 319, 0.8221649484536082
417, 65, 300, 0.821917808219178
752, 13, 60, 0.821917808219178
406, 61, 281, 0.8216374269005848
219, 5, 23, 0.8214285714285714
342, 36, 165, 0.8208955223880597
833, 48, 219, 0.8202247191011236
122, 11, 50, 0.819672131147541
463, 24, 109, 0.8195488721804511
541, 24, 109, 0.8195488721804511
273, 4, 18, 0.8181818181818182
366, 6, 27, 0.8181818181818182
803, 6, 27, 0.8181818181818182
321, 23, 102, 0.816
85, 53, 235, 0.8159722222222222
18, 51, 226, 0.8158844765342961
387, 56, 248, 0.8157894736842105
448, 7, 31, 0.8157894736842105
224, 26, 115, 0.8156028368794326
568, 15, 66, 0.8148148148148148
286, 54, 234, 0.8125
110, 25, 108, 0.8120300751879699
5, 33, 142, 0.8114285714285714
766, 33, 142, 0.8114285714285714
222, 73, 314, 0.8113695090439277
244, 45, 193, 0.8109243697478992
916, 60, 257, 0.8107255520504731
378, 71, 304, 0.8106666666666666
870, 51, 218, 0.8104089219330854
318, 33, 141, 0.8103448275862069
650, 59, 252, 0.8102893890675241
889, 62, 264, 0.8098159509202454
88, 4, 17, 0.8095238095238095
486, 36, 153, 0.8095238095238095
611, 8, 34, 0.8095238095238095
599, 9, 38, 0.8085106382978723
334, 64, 269, 0.8078078078078078
909, 5, 21, 0.8076923076923077
804, 64, 268, 0.8072289156626506
299, 54, 226, 0.8071428571428572
621, 33, 138, 0.8070175438596491
497, 54, 225, 0.8064516129032258
918, 20, 83, 0.8058252427184466
711, 43, 178, 0.8054298642533937
184, 49, 202, 0.8047808764940239
796, 70, 288, 0.8044692737430168
270, 27, 111, 0.8043478260869565
733, 21, 86, 0.8037383177570093
194, 60, 245, 0.8032786885245902
381, 25, 102, 0.8031496062992126
372, 13, 53, 0.803030303030303
325, 28, 114, 0.8028169014084507
495, 42, 171, 0.8028169014084507
311, 58, 236, 0.8027210884353742
437, 52, 211, 0.8022813688212928
151, 61, 246, 0.8013029315960912
474, 65, 262, 0.8012232415902141
35, 5, 20, 0.8
246, 39, 156, 0.8
309, 4, 16, 0.8
428, 11, 44, 0.8
523, 20, 80, 0.8
592, 72, 288, 0.8
814, 7, 28, 0.8
826, 23, 92, 0.8
866, 4, 16, 0.8
807, 41, 163, 0.7990196078431373
747, 59, 234, 0.7986348122866894
883, 54, 214, 0.7985074626865671
640, 22, 87, 0.7981651376146789
868, 42, 166, 0.7980769230769231
648, 60, 237, 0.797979797979798
600, 18, 71, 0.797752808988764
639, 30, 118, 0.7972972972972973
504, 51, 200, 0.796812749003984
87, 43, 168, 0.7962085308056872
472, 54, 209, 0.7946768060836502
373, 48, 185, 0.7939914163090128
749, 63, 242, 0.7934426229508197
551, 69, 265, 0.7934131736526946
456, 45, 172, 0.7926267281105991
511, 5, 19, 0.7916666666666666
656, 5, 19, 0.7916666666666666
805, 57, 216, 0.7912087912087912
280, 54, 204, 0.7906976744186046
469, 9, 34, 0.7906976744186046
776, 22, 83, 0.7904761904761904
774, 47, 177, 0.7901785714285714
553, 21, 79, 0.79
267, 39, 146, 0.7891891891891892
936, 30, 112, 0.7887323943661971
328, 60, 223, 0.7879858657243817
95, 59, 219, 0.7877697841726619
567, 33, 122, 0.7870967741935484
331, 15, 55, 0.7857142857142857
174, 38, 139, 0.7853107344632768
38, 26, 95, 0.7851239669421488
535, 47, 171, 0.7844036697247706
716, 58, 211, 0.7843866171003717
502, 8, 29, 0.7837837837837838
790, 50, 181, 0.7835497835497836
476, 18, 65, 0.7831325301204819
186, 20, 72, 0.782608695652174
256, 45, 162, 0.782608695652174
319, 5, 18, 0.782608695652174
102, 47, 169, 0.7824074074074074
595, 21, 75, 0.78125
925, 7, 25, 0.78125
221, 32, 114, 0.7808219178082192
326, 41, 146, 0.7807486631016043
659, 42, 149, 0.7801047120418848
100, 13, 46, 0.7796610169491526
1, 60, 212, 0.7794117647058824
320, 34, 120, 0.7792207792207793
886, 53, 187, 0.7791666666666667
3, 12, 42, 0.7777777777777778
98, 6, 21, 0.7777777777777778
420, 8, 28, 0.7777777777777778
588, 50, 175, 0.7777777777777778
704, 20, 70, 0.7777777777777778
622, 51, 177, 0.7763157894736842
339, 57, 197, 0.7755905511811023
788, 56, 193, 0.7751004016064257
392, 25, 86, 0.7747747747747747
383, 16, 55, 0.7746478873239436
152, 24, 82, 0.7735849056603774
239, 36, 123, 0.7735849056603774
11, 41, 140, 0.7734806629834254
271, 63, 215, 0.7733812949640287
449, 17, 58, 0.7733333333333333
351, 10, 34, 0.7727272727272727
787, 13, 44, 0.7719298245614035
887, 39, 132, 0.7719298245614035
345, 53, 179, 0.771551724137931
477, 8, 27, 0.7714285714285715
313, 60, 202, 0.7709923664122137
773, 37, 124, 0.7701863354037267
374, 63, 211, 0.7700729927007299
189, 43, 144, 0.7700534759358288
843, 47, 157, 0.7696078431372549
60, 48, 160, 0.7692307692307693
301, 64, 211, 0.7672727272727272
264, 28, 92, 0.7666666666666667
294, 35, 115, 0.7666666666666667
720, 7, 23, 0.7666666666666667
543, 46, 151, 0.766497461928934
284, 11, 36, 0.7659574468085106
22, 30, 98, 0.765625
825, 34, 111, 0.7655172413793103
